1, 82 
1, 78 
1, 79 
1, 84 
1, 87 
1, 81 
1, 79 
1, 85 
1, 75 
1, 88 
2, 86 
2, 87 
2, 87 
2, 84 
2, 80 
2, 84 
2, 78 
2, 82 
2, 83 
2, 86 
3, 89 
3, 84 
3, 87 
3, 88 
3, 84 
3, 85 
3, 88 
3, 90 
3, 86 
3, 88 
4, 78 
4, 86 
4, 90 
4, 84 
4, 93 
4, 89 
4, 84 
4, 84 
4, 90 
4, 85 
1, 88 
1, 84 
1, 90 
1, 83 
1, 83 
1, 88 
1, 88 
1, 75 
1, 84 
1, 88 
